iter	Passed	Remaining
476	620	680
477	621	678
478	622	677
479	624	676
480	625	675
481	626	673
482	628	672
483	629	670
484	630	669
485	631	667
486	632	666
487	633	665
488	635	663
489	636	662
490	637	660
491	638	659
492	640	658
493	641	656
494	642	655
495	643	653
496	645	653
497	646	651
498	647	650
499	649	649
500	650	647
501	651	646
502	652	645
503	654	644
504	655	642
505	656	641
506	658	639
507	659	638
508	660	637
509	661	635
510	662	634
511	664	633
512	666	632
513	667	631
514	668	629
515	669	628
516	670	626
517	672	625
518	673	624
519	674	622
520	676	621
521	677	620
522	678	619
523	679	617
524	681	616
525	683	615
526	684	614
527	686	613
528	688	612
529	689	611
530	690	609
531	691	608
532	693	607
533	694	606
534	696	605
535	698	604
536	699	603
537	700	601
538	702	600
539	703	599
540	704	598
541	706	596
542	707	595
543	709	594
544	710	593
545	712	592
546	713	591
547	714	589
548	716	588
549	717	586
550	718	585
551	719	584
552	721	582
553	722	581
554	723	579
555	724	578
556	726	577
557	727	576
558	728	574
559	729	573
560	730	571
561	732	570
562	733	569
563	734	567
564	735	566
565	736	564
566	737	563
567	739	562
568	740	560
569	741	559
570	742	558
571	744	556
572	745	555
573	746	553
574	747	552
575	748	551
576	750	549
577	751	548
578	752	547
579	753	545
580	755	544
581	756	543
582	757	542
583	759	540
584	760	539
585	761	537
586	762	536
587	763	535
588	764	533
589	765	532
590	767	530
591	768	529
592	769	528
593	770	526
594	771	525
595	773	524
596	774	522
597	775	521
598	776	519
599	777	518
600	778	517
601	779	515
602	781	514
603	782	512
604	783	511
605	784	510
606	786	508
607	787	507
608	788	505
609	789	504
610	790	503
611	791	501
612	792	500
613	794	499
614	795	497
615	796	496
616	797	495
617	798	493
618	799	492
619	801	491
620	802	489
621	803	488
622	804	486
623	805	485
624	807	484
625	808	482
626	809	481
627	810	480
628	811	478
629	813	477
630	815	476
631	816	475
632	817	473
633	818	472
634	819	471
635	821	469
636	822	468
637	823	467
638	824	465
639	826	464
640	828	463
641	829	462
642	831	461
643	832	460
644	833	458
645	834	457
646	835	455
647	836	454
648	837	453
649	838	451
650	840	450
651	841	448
652	842	447
653	843	446
654	844	445
655	846	443
656	847	442
657	848	440
658	849	439
659	850	438
660	851	436
661	852	435
662	854	434
663	855	432
664	856	431
665	857	430
666	858	428
667	860	427
668	861	426
669	862	424
670	863	423
671	864	422
672	865	420
673	867	419
674	868	418
675	869	416
676	870	415
677	871	414
678	872	412
679	874	411
680	875	409
681	876	408
682	877	407
683	878	405
684	879	404
685	880	403
686	881	401
687	883	400
688	884	399
689	885	397
690	886	396
691	888	395
692	889	394
693	890	392
694	891	391
695	892	389
696	893	388
697	895	387
698	896	385
699	897	384
700	898	383
701	899	381
702	900	380
703	902	379
704	903	377
705	904	376
706	905	375
707	906	373
708	907	372
709	908	371
710	909	369
711	910	368
712	911	366
713	912	365
714	913	364
715	915	362
716	916	361
717	917	360
718	919	359
719	920	357
720	921	356
721	922	355
722	923	353
723	924	352
724	925	351
725	927	349
726	928	348
727	929	347
728	930	346
729	932	344
730	933	343
731	934	342
732	935	340
733	936	339
734	938	338
735	939	336
736	940	335
737	941	334
738	942	332
739	943	331
740	945	330
741	946	329
742	948	327
743	949	326
744	950	325
745	951	324
746	953	322
747	954	321
748	955	320
749	957	319
750	958	317
751	960	316
752	962	315
753	963	314
754	964	313
755	966	311
756	967	310
757	968	309
758	969	307
759	970	306
760	971	305
761	973	303
762	974	302
763	975	301
764	976	300
765	977	298
766	978	297
767	980	296
768	981	294
769	982	293
770	983	292
771	984	290
772	986	289
773	987	288
774	988	287
775	990	285
776	991	284
777	992	283
778	993	281
779	994	280
780	995	279
781	996	277
782	998	276
783	999	275
784	1000	273
785	1001	272
786	1002	271
787	1003	270
788	1004	268
789	1006	267
790	1007	266
791	1008	264
792	1009	263
793	1010	262
794	1011	260
795	1013	259
796	1014	258
797	1015	257
798	1016	255
799	1017	254
800	1018	253
801	1019	251
802	1021	250
803	1022	249
804	1023	247
805	1024	246
806	1025	245
807	1026	243
808	1027	242
809	1028	241
810	1029	240
811	1031	238
812	1032	237
813	1034	236
814	1035	235
815	1037	233
816	1038	232
817	1039	231
818	1041	230
819	1042	228
820	1043	227
821	1045	226
822	1046	225
823	1048	223
824	1049	222
825	1051	221
826	1052	220
827	1053	218
828	1054	217
829	1056	216
830	1057	215
831	1058	213
832	1060	212
833	1061	211
834	1062	209
835	1063	208
836	1065	207
837	1066	206
838	1067	204
839	1068	203
840	1070	202
841	1071	201
842	1072	199
843	1073	198
844	1074	197
845	1076	195
846	1078	194
847	1079	193
848	1081	192
849	1082	190
850	1083	189
851	1084	188
852	1085	187
853	1086	185
854	1088	184
855	1089	183
856	1090	181
857	1091	180
858	1093	179
859	1094	178
860	1095	176
861	1096	175
862	1097	174
863	1099	173
864	1100	171
865	1101	170
866	1102	169
867	1103	167
868	1104	166
869	1105	165
870	1107	164
871	1108	162
872	1109	161
873	1110	160
874	1111	158
875	1113	157
876	1114	156
877	1115	154
878	1116	153
879	1117	152
880	1118	151
881	1119	149
882	1120	148
883	1122	147
884	1124	146
885	1125	144
886	1126	143
887	1127	142
888	1128	140
889	1129	139
890	1130	138
891	1131	137
892	1133	135
893	1134	134
894	1135	133
895	1137	131
896	1138	130
897	1139	129
898	1140	128
899	1141	126
900	1142	125
901	1143	124
902	1144	122
903	1146	121
904	1147	120
905	1148	119
906	1149	117
907	1150	116
908	1152	115
909	1153	114
910	1154	112
911	1155	111
912	1156	110
913	1157	108
914	1159	107
915	1160	106
916	1161	105
917	1162	103
918	1163	102
919	1164	101
920	1166	100
921	1167	98
922	1169	97
923	1170	96
924	1171	94
925	1172	93
926	1173	92
927	1175	91
928	1176	89
929	1177	88
930	1178	87
931	1179	86
932	1182	84
933	1183	83
934	1184	82
935	1186	81
936	1187	79
937	1188	78
938	1190	77
939	1191	76
940	1193	74
941	1194	73
942	1195	72
943	1197	71
944	1198	69
945	1200	68
946	1201	67
947	1202	65
948	1204	64
949	1205	63
950	1206	62
951	1208	60
952	1210	59
953	1212	58
954	1213	57
955	1214	55
956	1216	54
957	1217	53
958	1219	52
959	1220	50
960	1222	49
961	1223	48
962	1225	47
963	1226	45
964	1228	44
965	1229	43
966	1231	42
967	1232	40
968	1233	39
969	1235	38
970	1236	36
971	1237	35
972	1239	34
973	1240	33
974	1242	31
975	1243	30
976	1244	29
977	1245	28
978	1246	26
979	1248	25
980	1249	24
981	1250	22
982	1251	21
983	1252	20
984	1253	19
985	1255	17
986	1256	16
987	1257	15
988	1259	14
989	1260	12
990	1261	11
991	1262	10
992	1263	8
993	1264	7
994	1265	6
995	1267	5
996	1268	3
997	1269	2
998	1270	1
999	1271	0
